query_id,query_text,doc_id,relevance,score,reason,document_type,title,course_code,file_name,preview
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0482_minor--artificial-intelligence-application,2,15,strong=1; medium=5; weak=0; score=15,program_form_or_worksheet,Minor Artificial Intelligence Application,,minor--artificial-intelligence-application.pdf,"Document_Type = program_form_or_worksheet, Title = Minor Artificial Intelligence Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor--artificial-intelligence-application.pdf, Content = 09.08.25 MINOR IN ARTIFICIAL INTELLIGENCE PROGRAM APPLICATION Admission Requirements: This minor program is open to students with a bachelor’s degre"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0279_artificial-inteligence-minor-worksheet-jan6,2,13,strong=1; medium=4; weak=0; score=13,program_form_or_worksheet,Artificial Inteligence Minor Worksheet Jan6,,artificial-inteligence-minor-worksheet-jan6.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Inteligence Minor Worksheet Jan6, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-inteligence-minor-worksheet-jan6.pdf, Content = 01.06.21 Minor in Artificial Intelligence Program Advising Sheet (minimum 15 credits) Name: ___________ Z Number: FAU Start Date: __ E-mail: __ _"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0485_ms--arin-worksheet,2,13,strong=1; medium=4; weak=0; score=13,program_form_or_worksheet,Ms Arin Worksheet,,ms--arin-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Ms Arin Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = ms--arin-worksheet.pdf, Content = The program worksheet undergoes periodic review and is subject to change. This worksheet is intended to assist with tracking your coursework and completing the required POS. 08-20-2025 M.S. in Art"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0405_cybersecurity-certificate-worksheet-2023,2,11,strong=1; medium=3; weak=0; score=11,program_form_or_worksheet,Cybersecurity Certificate Worksheet 2023,,cybersecurity-certificate-worksheet-2023.pdf,"Document_Type = program_form_or_worksheet, Title = Cybersecurity Certificate Worksheet 2023, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = cybersecurity-certificate-worksheet-2023.pdf, Content = 10.27.2022 UNDERGRADUATE CYBERSECURITY – COMPUTER SCIENCE TRACK - CERTIFICATE PROGRAM ADVISING SHEET (MINIMUM 12 CREDITS) Name: _______________________"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0517_professional-ms-ai-worksheet,2,9,strong=0; medium=4; weak=1; score=9,program_form_or_worksheet,Professional Ms Ai Worksheet,CAP 5625,professional-ms-ai-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Professional Ms Ai Worksheet, Course_Code = CAP 5625, Prefix = CAP, Number = 5625, Level = graduate, Source_Page = , Linked_File_or_Page = , File_Name = professional-ms-ai-worksheet.pdf, Content = PROFESSIONAL M.S. IN ARTIFICIAL INTELLIGENCE Name: __________________________________ Z#: __________________ D ate of Admission: _____________ GPA: ____"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0311_cap6635artificial-intelligence,1,6,strong=0; medium=2; weak=2; score=6,course_syllabus,Cap6635Artificial Intelligence,CAP 6635,cap6635artificial-intelligence.pdf,"Document_Type = course_syllabus, Title = Cap6635Artificial Intelligence, Course_Code = CAP 6635, Prefix = CAP, Number = 6635, Level = graduate, Source_Page = , Linked_File_or_Page = https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6635artificial-intelligence.pdf, File_Name = cap6635artificial-intelligence.pdf, Content = CAP 6635– Artificial Intelligence Credits: 3 Text book, titl"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0483_minor-in-business-application,1,6,strong=0; medium=3; weak=0; score=6,program_form_or_worksheet,Minor In Business Application,,minor-in-business-application.pdf,"Document_Type = program_form_or_worksheet, Title = Minor In Business Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor-in-business-application.pdf, Content = 08.26.21 MINOR IN BUSINESS PROGRAM APPLICATION Application to the program requires that this form be completely filled out and a cover letter attached. The cover letter mu s"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0510_nursing-joint-bsms-ai-audit-form,1,6,strong=0; medium=3; weak=0; score=6,program_form_or_worksheet,Nursing Joint Bsms Ai Audit Form,,nursing-joint-bsms-ai-audit-form.pdf,"Document_Type = program_form_or_worksheet, Title = Nursing Joint Bsms Ai Audit Form, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = nursing-joint-bsms-ai-audit-form.pdf, Content = 10.06.21 COLLEGE OF NURSING & COLLEGE OF ENGINEERING AND COMPUTER SCIENCE JOINT BS IN NURSING / MS DEGREE IN ARTIFICIAL INTELLIGENCE PROGRAM AUDIT FORM Section A (to b"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0298_cap4630artificial-intelligence,1,5,strong=0; medium=2; weak=1; score=5,course_syllabus,Cap4630Artificial Intelligence,CAP 4630,cap4630artificial-intelligence.pdf,"Document_Type = course_syllabus, Title = Cap4630Artificial Intelligence, Course_Code = CAP 4630, Prefix = CAP, Number = 4630, Level = undergraduate, Source_Page = , Linked_File_or_Page = https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ce-cs/cap4630artificial-intelligence.pdf, File_Name = cap4630artificial-intelligence.pdf, Content = CAP 4630– Artificial Intelligence Credits: 3 Text book"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0301_cap5625computational-foundations-of-artificial-intelligence,1,5,strong=0; medium=2; weak=1; score=5,course_syllabus,Cap5625Computational Foundations Of Artificial Intelligence,CAP 5625,cap5625computational-foundations-of-artificial-intelligence.pdf,"Document_Type = course_syllabus, Title = Cap5625Computational Foundations Of Artificial Intelligence, Course_Code = CAP 5625, Prefix = CAP, Number = 5625, Level = graduate, Source_Page = , Linked_File_or_Page = https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap5625computational-foundations-of-artificial-intelligence.pdf, File_Name = cap5625computational-foundations-of-artificial-i"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0489_ms-computer-science-with-minor-in-business-worksheet,1,5,strong=0; medium=2; weak=1; score=5,program_form_or_worksheet,Ms Computer Science With Minor In Business Worksheet,,ms-computer-science-with-minor-in-business-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Ms Computer Science With Minor In Business Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = ms-computer-science-with-minor-in-business-worksheet.pdf, Content = 7.27.20 M.S. IN COMPUTER SCIENCE WITH A MINOR IN BUSINESS WORKSHEET Name: __________________________________ Z#: ______________"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form,1,4,strong=0; medium=2; weak=0; score=4,program_form_or_worksheet,Bsms Joint Mechanical Engineering And Msai Audit Form,,bsms-joint-mechanical-engineering-and-msai-audit-form.pdf,"Document_Type = program_form_or_worksheet, Title = Bsms Joint Mechanical Engineering And Msai Audit Form, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = bsms-joint-mechanical-engineering-and-msai-audit-form.pdf, Content = 06.07.24 COLLEGE OF ENGINEERING AND COMPUTER SCIENCE JOINT BS IN MECHANICAL ENGINEERING/MS DEGREE IN ARTIFICIAL INTELLIGENCE "
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0407_cybersecurity-minor-worksheet,1,4,strong=0; medium=2; weak=0; score=4,program_form_or_worksheet,Cybersecurity Minor Worksheet,,cybersecurity-minor-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Cybersecurity Minor Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = cybersecurity-minor-worksheet.pdf, Content = *revised 10.27.2022 UNDERGRADUATE CYBERSECURITY – COMPUTER SCIENCE TRACK - MINOR PROGRAM* ADVISING SHEET (MINIMUM 12 CREDITS) Name: _________________________________________"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0484_minor-in-business-worksheet,1,4,strong=0; medium=2; weak=0; score=4,program_form_or_worksheet,Minor In Business Worksheet,,minor-in-business-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Minor In Business Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor-in-business-worksheet.pdf, Content = 7.27.20 M.S. DEGREE WITH A MINOR IN BUSINESS WORKSHEET Name: __________________________________ Z#:__________________ Advisor: ____________________________ Date of Admission: __"
q01,"Find artificial intelligence certificate forms, certificate worksheets, program applications, professional AI certificate documents, and related AI certificate requirements.",pdf_0530_syllabus-trustworthy-artificial-intelligence-fall-2024,1,4,strong=0; medium=2; weak=0; score=4,course_syllabus,Syllabus Trustworthy Artificial Intelligence Fall 2024,CAP 4623,syllabus-trustworthy-artificial-intelligence-fall-2024.pdf,"Document_Type = course_syllabus, Title = Syllabus Trustworthy Artificial Intelligence Fall 2024, Course_Code = CAP 4623, Prefix = CAP, Number = 4623, Level = undergraduate, Source_Page = , Linked_File_or_Page = , File_Name = syllabus-trustworthy-artificial-intelligence-fall-2024.pdf, Content = 1 FLORIDA ATLANTIC UNIVERSITY CAP 4623 TRUSTWORTHY ARTIFICIAL Date: Building: TBA Room: TBA 03 Credit(s) "
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0282_artificial-intelligence-minor-program-application-jan6,2,26,strong=3; medium=5; weak=1; score=26,program_form_or_worksheet,Artificial Intelligence Minor Program Application Jan6,,artificial-intelligence-minor-program-application-jan6.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Intelligence Minor Program Application Jan6, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-intelligence-minor-program-application-jan6.pdf, Content = 01.06.21 Minor in Artificial Intelligence Program Application Application to the program requires that this form be complet"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0482_minor--artificial-intelligence-application,2,26,strong=3; medium=5; weak=1; score=26,program_form_or_worksheet,Minor Artificial Intelligence Application,,minor--artificial-intelligence-application.pdf,"Document_Type = program_form_or_worksheet, Title = Minor Artificial Intelligence Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor--artificial-intelligence-application.pdf, Content = 09.08.25 MINOR IN ARTIFICIAL INTELLIGENCE PROGRAM APPLICATION Admission Requirements: This minor program is open to students with a bachelor’s degre"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0342_certificate-artificial-intelligence--program-worksheet,2,20,strong=2; medium=4; weak=2; score=20,program_form_or_worksheet,Certificate Artificial Intelligence Program Worksheet,,certificate-artificial-intelligence--program-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Certificate Artificial Intelligence Program Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = certificate-artificial-intelligence--program-worksheet.pdf, Content = 08.28.25 MINOR IN ARTIFICIAL INTELLIGENCE PROGRAM ADVISING SHEET (MINIMUM 12 CREDITS) Name: Z Number: FAU Start Date: E-mail"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0279_artificial-inteligence-minor-worksheet-jan6,2,19,strong=2; medium=4; weak=1; score=19,program_form_or_worksheet,Artificial Inteligence Minor Worksheet Jan6,,artificial-inteligence-minor-worksheet-jan6.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Inteligence Minor Worksheet Jan6, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-inteligence-minor-worksheet-jan6.pdf, Content = 01.06.21 Minor in Artificial Intelligence Program Advising Sheet (minimum 15 credits) Name: ___________ Z Number: FAU Start Date: __ E-mail: __ _"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0512_professional-certificate-ai-worksheet,2,19,strong=2; medium=4; weak=1; score=19,program_form_or_worksheet,Professional Certificate Ai Worksheet,,professional-certificate-ai-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Professional Certificate Ai Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = professional-certificate-ai-worksheet.pdf, Content = 03.17.22 Professional Artificial Intelligence Certificate Program Advising Sheet (minimum 12 credits) Name: __________ Z Number: FAU Start Date: __ __ E-mail"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0483_minor-in-business-application,2,18,strong=2; medium=4; weak=0; score=18,program_form_or_worksheet,Minor In Business Application,,minor-in-business-application.pdf,"Document_Type = program_form_or_worksheet, Title = Minor In Business Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor-in-business-application.pdf, Content = 08.26.21 MINOR IN BUSINESS PROGRAM APPLICATION Application to the program requires that this form be completely filled out and a cover letter attached. The cover letter mu s"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0484_minor-in-business-worksheet,2,16,strong=2; medium=3; weak=0; score=16,program_form_or_worksheet,Minor In Business Worksheet,,minor-in-business-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Minor In Business Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = minor-in-business-worksheet.pdf, Content = 7.27.20 M.S. DEGREE WITH A MINOR IN BUSINESS WORKSHEET Name: __________________________________ Z#:__________________ Advisor: ____________________________ Date of Admission: __"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0511_professional-ai-certificate-program-application,2,16,strong=1; medium=5; weak=1; score=16,program_form_or_worksheet,Professional Ai Certificate Program Application,,professional-ai-certificate-program-application.pdf,"Document_Type = program_form_or_worksheet, Title = Professional Ai Certificate Program Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = professional-ai-certificate-program-application.pdf, Content = 03.17.2022 PROFESSIONAL ARTIFICIAL INTELLIGENCE CERTIFICATE PROGRAM APPLICATION Application to the program requires that this form be fil"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0343_certificate-artificial-intelligence-program-worksheet,2,15,strong=1; medium=4; weak=2; score=15,program_form_or_worksheet,Certificate Artificial Intelligence Program Worksheet,,certificate-artificial-intelligence-program-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Certificate Artificial Intelligence Program Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = certificate-artificial-intelligence-program-worksheet.pdf, Content = 08.28.25 M INOR IN ARTIFICIAL INTELLIGENCE PROGRAM ADVISING SHEET (MINIMUM 12 CREDITS) Name: Z Number: F AU Start Date: E-mai"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0278_artificial-inteligence-certificate-worksheet-jan6,2,14,strong=1; medium=4; weak=1; score=14,program_form_or_worksheet,Artificial Inteligence Certificate Worksheet Jan6,,artificial-inteligence-certificate-worksheet-jan6.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Inteligence Certificate Worksheet Jan6, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-inteligence-certificate-worksheet-jan6.pdf, Content = 01.06.21 Artificial Intelligence Certificate Program Advising Sheet (minimum 15 credits) Name: ___________ Z Number: FAU Start Date: "
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0281_artificial-intelligence-certificate-program-application-jan6,2,14,strong=1; medium=4; weak=1; score=14,program_form_or_worksheet,Artificial Intelligence Certificate Program Application Jan6,,artificial-intelligence-certificate-program-application-jan6.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Intelligence Certificate Program Application Jan6, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-intelligence-certificate-program-application-jan6.pdf, Content = 01.06.21 Artificial Intelligence Certificate Program Application Application to the program requires that this "
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0341_certificate-artificial--intelligence-program-application,2,14,strong=1; medium=4; weak=1; score=14,program_form_or_worksheet,Certificate Artificial Intelligence Program Application,,certificate-artificial--intelligence-program-application.pdf,"Document_Type = program_form_or_worksheet, Title = Certificate Artificial Intelligence Program Application, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = certificate-artificial--intelligence-program-application.pdf, Content = ARTIFICIAL INTELLIGENCE CERTIFICATE PROGRAM APPLICATION Admission Requirements: This certificate program is open to stud"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0280_artificial-intelligence-cert-program-worksheet,2,13,strong=1; medium=3; weak=2; score=13,program_form_or_worksheet,Artificial Intelligence Cert Program Worksheet,,artificial-intelligence-cert-program-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Artificial Intelligence Cert Program Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = artificial-intelligence-cert-program-worksheet.pdf, Content = Effective: Summer2025 Do not alter this worksheet. Any changes will render it null and void. ARTIFICIAL INTELLIGENCE CERTIFICATE PROGRAM AD"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0485_ms--arin-worksheet,2,13,strong=1; medium=3; weak=2; score=13,program_form_or_worksheet,Ms Arin Worksheet,,ms--arin-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Ms Arin Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = ms--arin-worksheet.pdf, Content = The program worksheet undergoes periodic review and is subject to change. This worksheet is intended to assist with tracking your coursework and completing the required POS. 08-20-2025 M.S. in Art"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0509_newcertificate-artificial-intelligence-worksheet,2,12,strong=1; medium=3; weak=1; score=12,program_form_or_worksheet,Newcertificate Artificial Intelligence Worksheet,,newcertificate-artificial-intelligence-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Newcertificate Artificial Intelligence Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = newcertificate-artificial-intelligence-worksheet.pdf, Content = Effective: Summer2025 Do not alter this worksheet. Any changes will render it null and void. ARTIFICIAL INTELLIGENCE CERTIFICATE PROGRA"
q02,"Find artificial intelligence minor forms, AI minor worksheets, minor program applications, and requirements for students completing an AI minor.",pdf_0407_cybersecurity-minor-worksheet,2,11,strong=1; medium=3; weak=0; score=11,program_form_or_worksheet,Cybersecurity Minor Worksheet,,cybersecurity-minor-worksheet.pdf,"Document_Type = program_form_or_worksheet, Title = Cybersecurity Minor Worksheet, Course_Code = , Prefix = , Number = , Level = , Source_Page = , Linked_File_or_Page = , File_Name = cybersecurity-minor-worksheet.pdf, Content = *revised 10.27.2022 UNDERGRADUATE CYBERSECURITY – COMPUTER SCIENCE TRACK - MINOR PROGRAM* ADVISING SHEET (MINIMUM 12 CREDITS) Name: _________________________________________"
